Component Name,Type,Risk Level,Risk Score,Criticality Index,Instability,Coupling Pressure
/data/marcel-master/class/mail_parse.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/markdown.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/mime.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/model.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/note.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/ocr.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/phone.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/profile.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/program.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/ratio.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/remote.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/route.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/size.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/socket_server.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/socket_user.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/stache.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/stock_market.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/table.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/time.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/torrent.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/upload.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/useragent.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/usps.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/util.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/class/xml.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Cart.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Cron_Job.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Email_Thread.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Feature.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/File.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Product.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Product_Category.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Product_Type.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Session.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Stock.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/User.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/User_Permission.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/User_Type.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/User_Verification.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/model/Worker.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/config/routes.php,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/controller/base.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/controller/main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/.htaccess,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/index.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/app.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/json3.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/lab.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/less.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/ui.bootstrap.js,bootstrap,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/controller/main.bar.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/controller/main.circle.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/controller/main.test.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/directive/ngTap.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/factory/abcFactory.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/factory/testFactory.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/filter/fuzzy.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/filter/numList.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/public/js/service/testService.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/script/inc.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.bar.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.circle.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.index.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.modal.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.nav.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/main.test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/angular/view/layout/a.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/config/routes.php,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/controller/base.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/controller/main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/public/.htaccess,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/public/index.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/script/inc.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/blank/view/layout/a.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/config/routes.php,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/authentication.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/base.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/captcha.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/cart.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/common.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/cron_job.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/email.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/feature.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/file_manager.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/filter.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/form_test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/geo.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/git.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/http_test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/image.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/linode.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/markdowntest.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/message.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/mustachetest.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/ocr.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/phonetest.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/product.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/product_category.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/product_type.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/shipping.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/status_code.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/stock.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/user.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/user_permission.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/user_type.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/user_verification.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/controller/worker.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/carts.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/cron_jobs.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/email_threads.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/features.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/product_categories.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/product_types.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/products.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/sessions.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/stocks.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/user_permissions.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/user_types.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/user_verifications.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/users.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/db/schema/workers.sql,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/.htaccess,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/crossdomain.xml,config,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/index.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/css/core/code.css,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/css/core/code.dialog.css,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/css/core/github.css,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/css/core/screen.css,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/css/core/twilight.css,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/bootstrap.js,bootstrap,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/bootstrap.min.js,bootstrap,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/fastclick.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/html.shiv.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/loader.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/validate.min.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/app.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.dialog.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.init.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.clike.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.css.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.html.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.javascript.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.php.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.mode.xml.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.search.cursor.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/code.vim.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/file.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/form.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/hogan.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/json.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/rainbow.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/typeahead.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/unveil.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/websocket.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/class/wysiwyg.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/view/cart.checkout_form.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/view/git.status.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/view/message.main.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/public/js/view/mustachetest.main.js,asset,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/browser.etrade.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/browser.github.contributions.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/browser.test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/chat_server.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/create_user.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/cron.base.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/cron.email_test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/cron.optimize_tables.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_create_mysql_user.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_dump.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_init.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_restore.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_schema_apply.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/db_schema_update.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/email_incoming.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/fake_users.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/gen_controller.php,controller,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/gen_js_class.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/gen_model.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/gen_script.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/gen_view.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/inc.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/program.example.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/remote.test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/scss_watch.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/selenium.start.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/selenium.stop.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/torrent.test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/vim.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/script/worker.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/authentication.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/cart.main.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/cart.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/common.debug.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/common.index.php,file,MEDIUM,0.26,0.0,1.0,0.028
/data/marcel-master/site/marcel/view/common.nav.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/common.nav_admin.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/common.nav_collapse.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/common.nav_test.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/common.nav_user.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/common.output_style.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/common.pager.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/cron_job.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/cron_job.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/cron_job.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/email.incoming_test.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/feature.all.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/feature.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/feature.table.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/feature.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/file_manager.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/file_manager.explorer.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/file_manager.explorer_file.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/file_manager.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/file_manager.view.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/filter.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/form_test.index.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/form_test.modal.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/form_test.popover.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.branch.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/git.branches.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.log_simple.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.log_simple_row.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.notification.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.origin.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/git.status.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.status_deleted.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.status_modified.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.status_staged.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.status_untracked.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/git.submodule.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/git.submodules.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.balancer.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.balancers.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.domain.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.domains.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.linode.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.linodes.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.plan.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.plans.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.resource.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/linode.resources.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/message.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/mustachetest.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product.sub_nav.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/product.table.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/product.view.php,file,MEDIUM,0.26,0.0,1.0,0.028
/data/marcel-master/site/marcel/view/product_category.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product_category.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product_category.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/product_type.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product_type.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/product_type.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/stock.main.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/user.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/user.edit.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/user.email_join.php,file,MEDIUM,0.25,0.0,1.0,0.009
/data/marcel-master/site/marcel/view/user.table.php,file,MEDIUM,0.26,0.0,1.0,0.028
/data/marcel-master/site/marcel/view/user.view.php,file,MEDIUM,0.25,0.0,1.0,0.019
/data/marcel-master/site/marcel/view/user_permission.all.php,file,MEDIUM,0.26,0.0,1.0,0.037
/data/marcel-master/site/marcel/view/user_type.all.php,file,LOW,0.0,0.0,0.0,0.0
/data/marcel-master/site/marcel/view/user_type.edit.php,file,LOW,0.0,0.0,0.0,0.0
